PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_ROOM,PARK_FACIL,Estimate
P05881,Chrompet,876,74,3,No,2419820
P02782,Karapakkam,1627,48,4,Yes,3010800
P05585,Karapakkam,651,16,2,Yes,1783310
P03971,KK Nagar,2146,12,5,Yes,5923140
P04184,Adyar,1025,71,3,Yes,3463290
P09637,Velachery,1785,133,4,No,3113660
P00258,Anna Nagar,1751,143,4,No,5252260
P09480,Adyar,1191,34,3,Yes,5773580
P09465,Adyar,895,157,3,No,3207020
P08446,Anna Nagar,1894,69,5,No,3394760
P04210,T Nagar,1793,71,4,No,4574240
P09346,Chrompet,1291,73,4,Yes,3454290
P00379,Chrompet,886,24,3,No,3170920
P04546,Adyar,983,149,3,Yes,3815870
P00556,Chrompet,1104,52,3,Yes,3594730
P00797,Anna Nagar,1933,71,5,Yes,6141990
P01841,KK Nagar,1982,29,5,Yes,7933790
P06584,Anna Nagar,1899,135,5,No,5173130
P08021,Anna Nagar,1947,97,5,Yes,8568590
P06710,Velachery,1720,63,4,No,3304730
P09525,Velachery,1776,25,4,No,3328810
P09097,Velachery,1948,149,5,Yes,3332580
P09605,Velachery,1621,190,4,No,5397570
P02035,Karapakkam,1106,35,3,No,1755980
P03309,KK Nagar,2243,167,6,Yes,5192280
P08139,Velachery,1774,130,4,No,3113150
P01263,Chrompet,995,157,3,Yes,2216830
P07981,Chrompet,912,148,3,Yes,2797970
P08936,Chrompet,1104,47,3,No,2717760
P01453,Anna Nagar,1732,122,4,Yes,4710300
P04696,Adyar,980,104,3,Yes,3013720
P09310,Velachery,1845,63,5,Yes,3048620
P06055,Karapakkam,1116,49,3,No,1902240
P02444,Chrompet,868,101,3,No,1977090
P05036,Anna Nagar,1913,155,5,No,4563350
P02847,Velachery,1536,89,4,Yes,4620530
P05539,Karapakkam,1411,149,4,Yes,3027460
P04301,Velachery,1788,127,4,Yes,5292700
P04453,Anna Nagar,1892,149,5,No,6877080
P01001,Chrompet,874,169,3,No,3492780
P09811,Velachery,1530,86,4,Yes,3084510
P03218,Chrompet,885,25,3,No,2984940
P09614,Velachery,1716,179,4,No,3635980
P09254,T Nagar,1592,158,4,Yes,4312360
P03962,T Nagar,1883,150,5,Yes,7774960
P01269,Chrompet,1124,8,3,Yes,3215500
P08324,Velachery,1767,57,4,Yes,3659220
P00519,Anna Nagar,1786,128,4,No,3839420
P05092,Chrompet,1200,62,3,No,3974890
P01591,Adyar,1086,64,3,Yes,4880790
P02063,Karapakkam,693,97,2,No,2234810
P06918,Chrompet,973,181,3,Yes,2907350
P04373,KK Nagar,2147,144,5,Yes,5547330
P04540,Anna Nagar,1608,145,4,Yes,3187250
P01252,Chrompet,772,110,2,Yes,3737400
P06490,Adyar,1165,100,3,No,2568150
P05785,Karapakkam,1399,44,4,Yes,3573470
P09989,Velachery,1980,26,5,Yes,6002960
P07718,KK Nagar,1591,99,4,Yes,4507050
P03371,Adyar,1085,35,3,No,4875830
P08402,Chrompet,985,88,3,No,2759580
P00648,T Nagar,1646,41,4,No,5180280
P00181,Chrompet,1044,0,3,Yes,2557780
P04372,KK Nagar,2247,111,6,Yes,4854750
P07160,T Nagar,1543,6,4,No,4606220
P06863,Anna Nagar,1851,129,5,Yes,3702340
P00684,Anna Nagar,1588,5,4,Yes,3436260
P06134,Velachery,1633,77,4,Yes,2636330
P08935,Velachery,1978,188,5,No,6029090
P02869,Chrompet,757,89,2,Yes,2539750
P05482,Karapakkam,857,134,2,Yes,3688200
P02939,KK Nagar,1746,191,4,No,4728130
P04796,Karapakkam,1285,4,3,Yes,2581720
P02200,KK Nagar,2423,110,6,Yes,6770310
P04394,Karapakkam,1012,41,3,No,1799330
P01890,T Nagar,1744,115,4,Yes,3998040
P04601,Adyar,1232,187,4,No,3832130
P08489,Adyar,990,187,3,Yes,3667690
P07712,KK Nagar,1389,57,4,No,4466360
P06697,Velachery,1964,30,5,Yes,6599740
P07017,Velachery,1806,108,5,Yes,5534670
P03082,Karapakkam,738,95,2,No,2500370
P07018,Chrompet,822,84,3,No,2177850
P07394,Chrompet,705,167,2,No,1860850
P09688,Velachery,1866,79,5,Yes,4499490
P08187,Adyar,884,160,3,Yes,4544080
P04284,Karapakkam,741,13,2,No,1666300
P04152,Chrompet,836,120,3,No,2043100
P06281,Velachery,1983,144,5,No,3450290
P01805,Chrompet,704,143,2,No,2231790
P06286,Chrompet,733,42,2,Yes,2880890
P03241,Karapakkam,1432,93,4,Yes,3170080
P06839,KK Nagar,1378,196,4,Yes,3424070
P10025,Velachery,1639,50,4,Yes,3793600
P04889,KK Nagar,1727,125,4,Yes,7514820
P08213,KK Nagar,2149,168,5,Yes,7885720
P04351,Adyar,819,130,3,Yes,4211390
P00798,T Nagar,1853,37,5,No,6821740
P08423,T Nagar,1523,131,4,No,4590030
P00885,Anna Nagar,1942,198,5,Yes,4546370
P02049,Karapakkam,1421,44,4,Yes,2555310
P09286,Chrompet,834,58,3,No,2906500
P08668,T Nagar,1561,75,4,No,5653590
P02525,Anna Nagar,1676,170,4,No,3983260
P02975,Anna Nagar,1714,30,4,Yes,5277040
P04545,Karapakkam,1059,114,3,Yes,3703910
P02346,Adyar,937,78,3,Yes,2513790
P09850,Velachery,1654,124,4,No,4701690
P01531,Adyar,613,102,2,No,2422960
P03285,Karapakkam,1652,66,4,Yes,2199610
P09669,Velachery,1827,33,5,Yes,4602210
P05075,Karapakkam,996,70,3,No,2217460
P01828,Karapakkam,776,5,2,No,2877980
P09219,T Nagar,1818,3,5,Yes,3345050
P03106,Chrompet,1063,39,3,Yes,2971090
P06014,KK Nagar,2054,43,5,No,5932820
P03616,Anna Nagar,1513,133,4,Yes,3432350
P07837,Velachery,1925,112,5,No,3523760
P08157,Chrompet,1231,199,4,Yes,2768160
P08092,Chrompet,1031,59,3,Yes,3002440
P04165,Velachery,1819,14,5,No,3403550
P07743,Velachery,1610,53,4,Yes,5639550
P02681,KK Nagar,2109,85,5,Yes,5820760
P05206,KK Nagar,1811,12,5,Yes,4191740
P02032,Chrompet,1146,116,3,Yes,2236950
P06819,Velachery,1769,92,4,Yes,4936550
P00323,Anna Nagar,1960,18,5,Yes,5539240
P01858,Karapakkam,728,34,2,Yes,4024850
P07001,T Nagar,1575,30,4,No,6869630
P02924,Karapakkam,1324,11,3,No,3961500
P07738,Velachery,1833,192,5,Yes,4115090
P08886,Adyar,1132,15,3,No,4084130
P05863,Chrompet,1032,118,3,No,2407460
P03872,Karapakkam,1483,191,4,No,3524940
P09499,Chrompet,1164,67,3,No,3201500
P00090,Chrompet,921,163,3,Yes,2462560
P04828,Karapakkam,1047,46,3,Yes,3038340
P08064,Chrompet,1112,122,3,Yes,4034110
P04989,Anna Nagar,1913,171,5,No,7649060
P09053,T Nagar,1653,101,4,Yes,4369970
P05487,Karapakkam,1524,21,4,No,3409850
P05116,Karapakkam,678,57,2,Yes,1947450
P03865,Karapakkam,1344,113,4,No,3305100
P07675,Chrompet,1193,116,3,Yes,4057830
P06087,Adyar,1021,109,3,No,3544120
P08914,Adyar,1162,196,3,Yes,4743840
P06352,KK Nagar,2390,53,6,No,4042100
P05188,Chrompet,1154,39,3,Yes,2360660
P07517,Adyar,941,93,3,Yes,4784600
P02563,Adyar,892,79,3,No,2356300
P04365,Velachery,1552,144,4,No,2381090
P03427,Velachery,1706,111,4,Yes,3579440
P00053,Ann Nagar,1854,182,5,No,4477610
P02407,Karapakkam,588,166,2,Yes,2155590
P09278,T Nagar,1924,181,5,Yes,4796250
P00819,Chrompet,1160,60,3,No,2337780
P02699,Anna Nagar,1645,123,4,No,5590490
P07315,KK Nagar,2374,20,6,Yes,7735740
P03798,Chrompet,1227,195,4,Yes,4161150
P04858,Velachery,1972,37,5,No,3733740
P05398,KK Nagar,2096,8,5,No,4054130
P02732,Chrompet,1115,30,3,No,3023690
P07628,Velachery,1598,93,4,No,3317200
P07796,Velachery,1864,73,5,No,3803320
P01698,Chrompet,1054,60,3,Yes,3460790
P06322,KK Nagar,2317,146,6,No,3517210
P00682,Chrompet,1237,46,4,No,2439760
P08483,Anna Nagar,1503,120,4,Yes,3832440
P00907,Chrompet,1154,97,3,Yes,2790940
P05457,Karapakkam,685,27,2,Yes,2545550
P05090,Adyar,1117,142,3,Yes,3938190
P03120,Karapakkam,565,88,2,Yes,2082020
P02154,Karapakkam,1330,75,3,Yes,4915750
P07896,Anna Nagar,1985,139,5,No,5193780
P09277,Adyar,1073,35,3,Yes,2313680
P03444,Karapakkam,1400,22,4,No,3379800
P04947,Chrompet,1201,178,4,Yes,2867160
P09792,Velachery,1573,38,4,Yes,3376380
P00594,Chrompet,925,135,3,No,2676650
P07296,Velachery,1808,29,5,Yes,3155920
P04822,Karapakkam,765,3,2,No,2973990
P06151,Chrompet,953,143,3,Yes,2431900
P02574,KK Nagar,2018,103,5,Yes,4588480
P01962,KK Nagar,2404,126,6,Yes,5733610
P00734,Chrompet,1050,9,3,Yes,4323740
P06456,KK Nagar,1764,164,4,Yes,6238270
P09317,Adyar,1044,6,3,Yes,3388240
P07087,KK Nagar,1319,162,3,Yes,5369190
P00533,Anna Nagar,1589,49,4,No,3734930
P06905,T Nagar,1878,60,5,No,3504700
P08714,Chrompet,1075,182,3,No,2316560
P07452,KK Nagar,1323,114,3,Yes,3404250
P02642,KK Nagar,2096,11,5,Yes,5418120
P04838,Velachery,1609,10,4,No,4657950
P04998,Karapakkam,1573,156,4,Yes,4063200
P09966,Velachery,1698,82,4,No,4579140
P06647,Karapakkam,1476,125,4,Yes,4015660
P09156,Velachery,1732,112,4,No,3055140
P02353,T Nagar,1877,106,5,Yes,5555030
P00428,Anna Nagar,1736,172,4,No,4293530
P04626,Karapakkam,1382,110,4,Yes,3490550
P01274,Chrompet,884,168,3,No,2229360
P08557,Anna Nagar,1560,109,4,No,4182940
P08180,T Nagar,1928,27,5,Yes,4407320
P01047,Chrompet,1197,199,3,No,2897500
P07316,Chrompet,840,101,3,No,2232640
P00971,Anna Nagar,1940,13,5,No,5473800
P06497,KK Nagar,1751,96,4,No,3250730
P02963,KK Nagar,1502,78,4,Yes,4914220
P05716,KK Nagar,2173,59,5,Yes,4486390
P01224,Chrompet,809,87,3,Yes,3573840
P07785,Adyar,769,141,2,No,2088170
P02578,Velachery,1726,118,4,No,4061190
P05583,Anna Nagar,1530,48,4,No,7216810
P03419,Karapakkam,1641,135,4,Yes,2783850
P04396,Anna Nagar,1602,56,4,No,3632180
P09548,Chrompet,1230,149,4,No,2369310
P03482,Karapakkam,904,111,3,Yes,1437810
P06124,KK Nagar,1520,5,4,No,3770260
P05411,Karapakkam,1255,105,3,Yes,1927660
P04392,Velachery,1720,4,4,Yes,4613460
P09025,Chrompet,1294,49,4,No,4315010
P01871,Chrompet,1170,199,3,No,2324930
P04161,KK Nagar,1332,61,3,No,3824070
P06111,KK Nagar,2134,69,5,Yes,6232330
P03948,KK Nagar,1648,133,4,Yes,4249870
P09900,Velachery,1891,84,5,No,3304030
P08280,T Nagar,1560,85,4,Yes,5895240
P07149,Adyar,858,63,3,No,2022280
P02981,KK Nagar,2159,162,5,Yes,4991950
P05458,Chrompet,830,10,3,Yes,2411670
P02835,Velachery,1824,117,5,No,3645810
P06366,T Nagar,1508,197,4,No,4620600
P03750,Karapakkam,1288,28,3,No,3201410
P08828,Chrompet,1298,47,4,No,2922560
P01532,Chrompet,992,11,3,No,3665430
P08495,Anna Nagar,1802,142,5,No,4078300
P05071,KK Nagar,1447,3,4,Yes,5141480
P01515,Velachery,1579,30,4,Yes,3649700
P04214,Karapakkam,762,195,2,Yes,2532590
P08661,Chrompet,1104,118,3,No,3151380
P08073,Chrompet,902,124,3,No,2304000
P07965,Velachery,1829,26,5,Yes,4553300
P06258,Anna Nagar,1728,141,4,No,4149170
P03176,Karapakkam,1623,183,4,Yes,4355060
P01486,Karapakkam,1120,162,3,Yes,3826260
P06421,T Nagar,1648,53,4,No,3928570
P02467,Karapakkam,751,124,2,Yes,3436840
P09880,Velchery,1602,40,4,No,4911000
P08551,Chrompet,771,190,2,Yes,2629900
P04576,Adyar,992,158,3,No,2895960
P04220,Karapakkam,914,179,3,Yes,2682080
P02456,Adyar,669,97,2,Yes,2674940
P08036,Anna Nagar,1517,37,4,No,3055430
P08910,Velachery,1874,6,5,Yes,6774710
P07186,KK Nagar,1799,83,5,No,4165050
P07604,KK Nagar,2475,16,6,No,4257250
P03935,T Nagar,1819,50,5,Yes,4994630
P08029,Chrompet,771,64,2,Yes,2434440
P05677,T Nagar,1593,16,4,No,5121940
P03437,Karapakkam,1688,4,4,Yes,3045740
P08631,Velachery,1891,30,5,Yes,5798630
